Transmission Line And Free Space Method 18.0.18011201
Keysight Technologies,N5247B,US57180290,A.12.85.08

Ch 1
Ports:, 3 & 4
Measurement Model:, Transmission Epsilon Fast
Sample Holder Type:, Freespace
Metal Plate Thickness:, 1.000000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 3.020000 mm
IFBW:, 1000.000000 Hz
Power:, 2.000000 dBm
Date:,"Tuesday, November 19, 2024 11:25:43"
frequency(Hz),Tr 1  Data(e'),(e'')
222035000000.0000,2.797231e+000,2.164971e-002
222090000000.0000,2.797186e+000,2.171252e-002
222145000000.0000,2.797134e+000,2.177766e-002
222200000000.0000,2.797074e+000,2.184255e-002
222255000000.0000,2.797011e+000,2.191087e-002
222310000000.0000,2.796949e+000,2.198125e-002
222365000000.0000,2.796887e+000,2.205293e-002
222420000000.0000,2.796829e+000,2.212839e-002
222475000000.0000,2.796774e+000,2.219831e-002
222530000000.0000,2.796727e+000,2.226779e-002
222585000000.0000,2.796689e+000,2.232940e-002
222640000000.0000,2.796664e+000,2.238561e-002
222695000000.0000,2.796654e+000,2.243527e-002
222750000000.0000,2.796660e+000,2.247856e-002
222805000000.0000,2.796681e+000,2.251759e-002
222860000000.0000,2.796718e+000,2.254914e-002
222915000000.0000,2.796768e+000,2.257612e-002
222970000000.0000,2.796830e+000,2.259571e-002
223025000000.0000,2.796903e+000,2.260730e-002
223080000000.0000,2.796988e+000,2.261050e-002
223135000000.0000,2.797084e+000,2.260343e-002
223190000000.0000,2.797190e+000,2.258940e-002
223245000000.0000,2.797304e+000,2.257089e-002
223300000000.0000,2.797417e+000,2.254598e-002
223355000000.0000,2.797533e+000,2.252083e-002
223410000000.0000,2.797643e+000,2.248958e-002
223465000000.0000,2.797743e+000,2.245793e-002
223520000000.0000,2.797831e+000,2.242050e-002
223575000000.0000,2.797905e+000,2.238081e-002
223630000000.0000,2.797965e+000,2.233731e-002
223685000000.0000,2.798009e+000,2.229153e-002
223740000000.0000,2.798035e+000,2.224795e-002
223795000000.0000,2.798041e+000,2.220689e-002
223850000000.0000,2.798026e+000,2.217125e-002
223905000000.0000,2.797990e+000,2.213993e-002
223960000000.0000,2.797931e+000,2.211242e-002
224015000000.0000,2.797853e+000,2.208979e-002
224070000000.0000,2.797758e+000,2.207365e-002
224125000000.0000,2.797646e+000,2.206389e-002
224180000000.0000,2.797527e+000,2.206248e-002
224235000000.0000,2.797396e+000,2.206869e-002
224290000000.0000,2.797259e+000,2.208883e-002
224345000000.0000,2.797113e+000,2.211580e-002
224400000000.0000,2.796962e+000,2.215297e-002
224455000000.0000,2.796812e+000,2.219361e-002
224510000000.0000,2.796662e+000,2.223747e-002
224565000000.0000,2.796519e+000,2.228464e-002
224620000000.0000,2.796385e+000,2.233220e-002
224675000000.0000,2.796262e+000,2.238242e-002
224730000000.0000,2.796155e+000,2.243143e-002
224785000000.0000,2.796061e+000,2.248032e-002
224840000000.0000,2.795980e+000,2.252852e-002
224895000000.0000,2.795915e+000,2.257230e-002
224950000000.0000,2.795863e+000,2.261181e-002
225005000000.0000,2.795829e+000,2.263953e-002
225060000000.0000,2.795810e+000,2.265940e-002
225115000000.0000,2.795810e+000,2.267088e-002
225170000000.0000,2.795822e+000,2.267371e-002
225225000000.0000,2.795851e+000,2.267108e-002
225280000000.0000,2.795890e+000,2.266003e-002
225335000000.0000,2.795937e+000,2.264377e-002
225390000000.0000,2.795990e+000,2.262245e-002
225445000000.0000,2.796044e+000,2.259544e-002
225500000000.0000,2.796098e+000,2.256303e-002
225555000000.0000,2.796151e+000,2.252420e-002
225610000000.0000,2.796198e+000,2.248307e-002
225665000000.0000,2.796239e+000,2.244005e-002
225720000000.0000,2.796274e+000,2.239466e-002
225775000000.0000,2.796298e+000,2.235111e-002
225830000000.0000,2.796311e+000,2.230594e-002
225885000000.0000,2.796308e+000,2.226358e-002
225940000000.0000,2.796294e+000,2.222305e-002
225995000000.0000,2.796264e+000,2.218535e-002
226050000000.0000,2.796225e+000,2.215120e-002
226105000000.0000,2.796176e+000,2.212060e-002
226160000000.0000,2.796120e+000,2.209848e-002
226215000000.0000,2.796059e+000,2.208633e-002
226270000000.0000,2.795991e+000,2.208685e-002
226325000000.0000,2.795920e+000,2.209749e-002
226380000000.0000,2.795845e+000,2.211832e-002
226435000000.0000,2.795769e+000,2.215052e-002
226490000000.0000,2.795695e+000,2.219163e-002
226545000000.0000,2.795624e+000,2.224064e-002
226600000000.0000,2.795560e+000,2.229674e-002
226655000000.0000,2.795503e+000,2.236040e-002
226710000000.0000,2.795454e+000,2.243140e-002
226765000000.0000,2.795415e+000,2.250720e-002
226820000000.0000,2.795383e+000,2.258621e-002
226875000000.0000,2.795360e+000,2.266445e-002
226930000000.0000,2.795345e+000,2.274343e-002
226985000000.0000,2.795340e+000,2.281973e-002
227040000000.0000,2.795343e+000,2.289149e-002
227095000000.0000,2.795355e+000,2.295901e-002
227150000000.0000,2.795376e+000,2.301967e-002
227205000000.0000,2.795403e+000,2.307521e-002
227260000000.0000,2.795437e+000,2.312400e-002
227315000000.0000,2.795473e+000,2.316491e-002
227370000000.0000,2.795512e+000,2.319806e-002
227425000000.0000,2.795551e+000,2.322049e-002
227480000000.0000,2.795588e+000,2.323404e-002
227535000000.0000,2.795624e+000,2.323817e-002
227590000000.0000,2.795657e+000,2.323197e-002
227645000000.0000,2.795684e+000,2.321965e-002
227700000000.0000,2.795705e+000,2.319797e-002
227755000000.0000,2.795716e+000,2.317416e-002
227810000000.0000,2.795718e+000,2.314496e-002
227865000000.0000,2.795705e+000,2.311140e-002
227920000000.0000,2.795683e+000,2.307271e-002
227975000000.0000,2.795646e+000,2.302929e-002
228030000000.0000,2.795601e+000,2.298264e-002
228085000000.0000,2.795549e+000,2.293345e-002
228140000000.0000,2.795489e+000,2.288386e-002
228195000000.0000,2.795425e+000,2.283478e-002
228250000000.0000,2.795354e+000,2.278712e-002
228305000000.0000,2.795282e+000,2.274196e-002
228360000000.0000,2.795208e+000,2.269839e-002
228415000000.0000,2.795133e+000,2.265596e-002
228470000000.0000,2.795061e+000,2.261587e-002
228525000000.0000,2.794994e+000,2.257681e-002
228580000000.0000,2.794934e+000,2.254152e-002
228635000000.0000,2.794881e+000,2.250876e-002
228690000000.0000,2.794835e+000,2.248141e-002
228745000000.0000,2.794798e+000,2.245666e-002
228800000000.0000,2.794766e+000,2.243619e-002
228855000000.0000,2.794744e+000,2.241806e-002
228910000000.0000,2.794729e+000,2.240117e-002
228965000000.0000,2.794722e+000,2.238510e-002
229020000000.0000,2.794723e+000,2.236727e-002
229075000000.0000,2.794732e+000,2.234997e-002
229130000000.0000,2.794750e+000,2.233178e-002
229185000000.0000,2.794773e+000,2.231302e-002
229240000000.0000,2.794800e+000,2.229428e-002
229295000000.0000,2.794829e+000,2.227432e-002
229350000000.0000,2.794858e+000,2.225327e-002
229405000000.0000,2.794887e+000,2.223032e-002
229460000000.0000,2.794914e+000,2.220513e-002
229515000000.0000,2.794937e+000,2.217949e-002
229570000000.0000,2.794956e+000,2.215209e-002
229625000000.0000,2.794970e+000,2.212733e-002
229680000000.0000,2.794979e+000,2.210391e-002
229735000000.0000,2.794978e+000,2.208412e-002
229790000000.0000,2.794967e+000,2.206851e-002
229845000000.0000,2.794946e+000,2.205527e-002
229900000000.0000,2.794917e+000,2.204506e-002
229955000000.0000,2.794879e+000,2.203692e-002
230010000000.0000,2.794834e+000,2.203280e-002
230065000000.0000,2.794784e+000,2.203307e-002
230120000000.0000,2.794728e+000,2.203792e-002
230175000000.0000,2.794669e+000,2.204893e-002
230230000000.0000,2.794607e+000,2.206507e-002
230285000000.0000,2.794542e+000,2.208659e-002
230340000000.0000,2.794478e+000,2.211230e-002
230395000000.0000,2.794417e+000,2.214086e-002
230450000000.0000,2.794361e+000,2.217333e-002
230505000000.0000,2.794313e+000,2.220841e-002
230560000000.0000,2.794273e+000,2.224768e-002
230615000000.0000,2.794245e+000,2.228893e-002
230670000000.0000,2.794227e+000,2.233403e-002
230725000000.0000,2.794222e+000,2.238039e-002
230780000000.0000,2.794227e+000,2.242853e-002
230835000000.0000,2.794245e+000,2.247763e-002
230890000000.0000,2.794273e+000,2.252561e-002
230945000000.0000,2.794312e+000,2.257178e-002
231000000000.0000,2.794361e+000,2.261428e-002
231055000000.0000,2.794421e+000,2.265305e-002
231110000000.0000,2.794489e+000,2.268811e-002
231165000000.0000,2.794565e+000,2.271790e-002
231220000000.0000,2.794645e+000,2.274312e-002
231275000000.0000,2.794728e+000,2.276183e-002
231330000000.0000,2.794813e+000,2.277396e-002
231385000000.0000,2.794896e+000,2.277959e-002
231440000000.0000,2.794977e+000,2.277660e-002
231495000000.0000,2.795054e+000,2.276759e-002
231550000000.0000,2.795127e+000,2.275085e-002
231605000000.0000,2.795192e+000,2.272984e-002
231660000000.0000,2.795250e+000,2.270504e-002
231715000000.0000,2.795296e+000,2.267642e-002
231770000000.0000,2.795331e+000,2.264480e-002
231825000000.0000,2.795352e+000,2.260990e-002
231880000000.0000,2.795361e+000,2.257271e-002
231935000000.0000,2.795357e+000,2.253435e-002
231990000000.0000,2.795340e+000,2.249458e-002
232045000000.0000,2.795312e+000,2.245574e-002
232100000000.0000,2.795273e+000,2.241697e-002
232155000000.0000,2.795223e+000,2.238106e-002
232210000000.0000,2.795166e+000,2.234730e-002
232265000000.0000,2.795099e+000,2.231576e-002
232320000000.0000,2.795027e+000,2.228655e-002
232375000000.0000,2.794951e+000,2.225905e-002
232430000000.0000,2.794872e+000,2.223420e-002
232485000000.0000,2.794794e+000,2.221089e-002
232540000000.0000,2.794717e+000,2.219025e-002
232595000000.0000,2.794645e+000,2.217090e-002
232650000000.0000,2.794578e+000,2.215483e-002
232705000000.0000,2.794519e+000,2.214108e-002
232760000000.0000,2.794468e+000,2.212982e-002
232815000000.0000,2.794426e+000,2.212021e-002
232870000000.0000,2.794394e+000,2.211195e-002
232925000000.0000,2.794370e+000,2.210388e-002
232980000000.0000,2.794357e+000,2.209634e-002
233035000000.0000,2.794353e+000,2.208825e-002
233090000000.0000,2.794358e+000,2.208032e-002
233145000000.0000,2.794371e+000,2.207148e-002
233200000000.0000,2.794390e+000,2.206266e-002
233255000000.0000,2.794415e+000,2.205327e-002
233310000000.0000,2.794443e+000,2.204230e-002
233365000000.0000,2.794472e+000,2.203100e-002
233420000000.0000,2.794503e+000,2.201653e-002
233475000000.0000,2.794533e+000,2.200191e-002
233530000000.0000,2.794563e+000,2.198456e-002
233585000000.0000,2.794590e+000,2.196614e-002
233640000000.0000,2.794613e+000,2.194718e-002
233695000000.0000,2.794631e+000,2.192793e-002
233750000000.0000,2.794644e+000,2.190918e-002
233805000000.0000,2.794649e+000,2.189114e-002
233860000000.0000,2.794647e+000,2.187321e-002
233915000000.0000,2.794637e+000,2.185691e-002
233970000000.0000,2.794619e+000,2.184096e-002
234025000000.0000,2.794596e+000,2.182769e-002
234080000000.0000,2.794567e+000,2.181638e-002
234135000000.0000,2.794532e+000,2.180870e-002
234190000000.0000,2.794492e+000,2.180498e-002
234245000000.0000,2.794448e+000,2.180477e-002
234300000000.0000,2.794403e+000,2.180858e-002
234355000000.0000,2.794355e+000,2.181533e-002
234410000000.0000,2.794306e+000,2.182579e-002
234465000000.0000,2.794259e+000,2.183855e-002
234520000000.0000,2.794214e+000,2.185393e-002
234575000000.0000,2.794174e+000,2.187137e-002
234630000000.0000,2.794140e+000,2.189100e-002
234685000000.0000,2.794110e+000,2.191231e-002
234740000000.0000,2.794089e+000,2.193482e-002
234795000000.0000,2.794074e+000,2.195718e-002
234850000000.0000,2.794068e+000,2.197940e-002
234905000000.0000,2.794071e+000,2.199926e-002
234960000000.0000,2.794082e+000,2.201744e-002
235015000000.0000,2.794105e+000,2.203155e-002
235070000000.0000,2.794137e+000,2.204376e-002
235125000000.0000,2.794178e+000,2.205198e-002
235180000000.0000,2.794226e+000,2.205753e-002
235235000000.0000,2.794282e+000,2.206060e-002
235290000000.0000,2.794341e+000,2.205984e-002
235345000000.0000,2.794404e+000,2.205610e-002
235400000000.0000,2.794468e+000,2.204783e-002
235455000000.0000,2.794531e+000,2.203643e-002
235510000000.0000,2.794593e+000,2.202173e-002
235565000000.0000,2.794652e+000,2.200418e-002
235620000000.0000,2.794707e+000,2.198448e-002
235675000000.0000,2.794757e+000,2.196315e-002
235730000000.0000,2.794799e+000,2.194051e-002
235785000000.0000,2.794835e+000,2.191722e-002
235840000000.0000,2.794860e+000,2.189183e-002
235895000000.0000,2.794878e+000,2.186587e-002
235950000000.0000,2.794886e+000,2.183868e-002
236005000000.0000,2.794886e+000,2.181226e-002
236060000000.0000,2.794877e+000,2.178553e-002
236115000000.0000,2.794861e+000,2.176014e-002
236170000000.0000,2.794838e+000,2.173623e-002
236225000000.0000,2.794808e+000,2.171427e-002
236280000000.0000,2.794772e+000,2.169502e-002
236335000000.0000,2.794732e+000,2.167801e-002
236390000000.0000,2.794689e+000,2.166387e-002
236445000000.0000,2.794645e+000,2.165206e-002
236500000000.0000,2.794600e+000,2.164278e-002
236555000000.0000,2.794557e+000,2.163595e-002
236610000000.0000,2.794517e+000,2.163121e-002
236665000000.0000,2.794480e+000,2.162863e-002
236720000000.0000,2.794449e+000,2.162686e-002
236775000000.0000,2.794422e+000,2.162622e-002
236830000000.0000,2.794400e+000,2.162652e-002
236885000000.0000,2.794383e+000,2.162605e-002
236940000000.0000,2.794372e+000,2.162521e-002
236995000000.0000,2.794367e+000,2.162207e-002
237050000000.0000,2.794367e+000,2.161742e-002
237105000000.0000,2.794373e+000,2.161005e-002
237160000000.0000,2.794385e+000,2.160066e-002
237215000000.0000,2.794401e+000,2.158883e-002
237270000000.0000,2.794422e+000,2.157475e-002
237325000000.0000,2.794445e+000,2.155878e-002
237380000000.0000,2.794470e+000,2.154060e-002
237435000000.0000,2.794497e+000,2.152049e-002
237490000000.0000,2.794524e+000,2.149887e-002
237545000000.0000,2.794551e+000,2.147548e-002
237600000000.0000,2.794576e+000,2.145157e-002
237655000000.0000,2.794599e+000,2.142728e-002
237710000000.0000,2.794617e+000,2.140316e-002
237765000000.0000,2.794631e+000,2.137980e-002
237820000000.0000,2.794638e+000,2.135717e-002
237875000000.0000,2.794640e+000,2.133705e-002
237930000000.0000,2.794634e+000,2.131822e-002
237985000000.0000,2.794622e+000,2.130192e-002
238040000000.0000,2.794603e+000,2.128734e-002
238095000000.0000,2.794578e+000,2.127508e-002
238150000000.0000,2.794549e+000,2.126525e-002
238205000000.0000,2.794515e+000,2.125791e-002
238260000000.0000,2.794478e+000,2.125339e-002
238315000000.0000,2.794438e+000,2.125149e-002
238370000000.0000,2.794397e+000,2.125213e-002
238425000000.0000,2.794356e+000,2.125505e-002
238480000000.0000,2.794316e+000,2.125896e-002
238535000000.0000,2.794278e+000,2.126441e-002
238590000000.0000,2.794243e+000,2.126966e-002
238645000000.0000,2.794212e+000,2.127559e-002
238700000000.0000,2.794187e+000,2.128164e-002
238755000000.0000,2.794168e+000,2.128740e-002
238810000000.0000,2.794157e+000,2.129269e-002
238865000000.0000,2.794152e+000,2.129670e-002
238920000000.0000,2.794155e+000,2.129951e-002
238975000000.0000,2.794164e+000,2.130012e-002
239030000000.0000,2.794179e+000,2.129851e-002
239085000000.0000,2.794201e+000,2.129408e-002
239140000000.0000,2.794228e+000,2.128656e-002
239195000000.0000,2.794260e+000,2.127624e-002
239250000000.0000,2.794297e+000,2.126304e-002
239305000000.0000,2.794336e+000,2.124690e-002
239360000000.0000,2.794378e+000,2.122867e-002
239415000000.0000,2.794420e+000,2.120726e-002
239470000000.0000,2.794461e+000,2.118410e-002
239525000000.0000,2.794502e+000,2.115790e-002
239580000000.0000,2.794539e+000,2.113037e-002
239635000000.0000,2.794574e+000,2.110046e-002
239690000000.0000,2.794605e+000,2.106984e-002
239745000000.0000,2.794632e+000,2.103824e-002
239800000000.0000,2.794654e+000,2.100699e-002
239855000000.0000,2.794671e+000,2.097711e-002
239910000000.0000,2.794682e+000,2.094891e-002
239965000000.0000,2.794687e+000,2.092309e-002
240020000000.0000,2.794686e+000,2.089979e-002
240075000000.0000,2.794679e+000,2.087947e-002
240130000000.0000,2.794666e+000,2.086226e-002
240185000000.0000,2.794649e+000,2.084848e-002
240240000000.0000,2.794627e+000,2.083803e-002
240295000000.0000,2.794601e+000,2.083154e-002
240350000000.0000,2.794573e+000,2.082829e-002
240405000000.0000,2.794542e+000,2.082927e-002
240460000000.0000,2.794510e+000,2.083177e-002
240515000000.0000,2.794478e+000,2.083761e-002
240570000000.0000,2.794446e+000,2.084363e-002
240625000000.0000,2.794415e+000,2.085064e-002
240680000000.0000,2.794387e+000,2.085699e-002
240735000000.0000,2.794364e+000,2.086304e-002
240790000000.0000,2.794345e+000,2.086781e-002
240845000000.0000,2.794331e+000,2.087145e-002
240900000000.0000,2.794324e+000,2.087384e-002
240955000000.0000,2.794321e+000,2.087436e-002
241010000000.0000,2.794324e+000,2.087308e-002
241065000000.0000,2.794333e+000,2.086962e-002
241120000000.0000,2.794347e+000,2.086388e-002
241175000000.0000,2.794365e+000,2.085583e-002
241230000000.0000,2.794388e+000,2.084609e-002
241285000000.0000,2.794413e+000,2.083410e-002
241340000000.0000,2.794442e+000,2.082156e-002
241395000000.0000,2.794472e+000,2.080704e-002
241450000000.0000,2.794502e+000,2.079252e-002
241505000000.0000,2.794533e+000,2.077633e-002
241560000000.0000,2.794561e+000,2.076030e-002
241615000000.0000,2.794588e+000,2.074265e-002
241670000000.0000,2.794612e+000,2.072472e-002
241725000000.0000,2.794635e+000,2.070585e-002
241780000000.0000,2.794655e+000,2.068709e-002
241835000000.0000,2.794671e+000,2.066890e-002
241890000000.0000,2.794685e+000,2.065183e-002
241945000000.0000,2.794695e+000,2.063629e-002
242000000000.0000,2.794701e+000,2.062225e-002
242055000000.0000,2.794704e+000,2.061035e-002
242110000000.0000,2.794704e+000,2.060018e-002
242165000000.0000,2.794702e+000,2.059245e-002
242220000000.0000,2.794698e+000,2.058650e-002
242275000000.0000,2.794693e+000,2.058348e-002
242330000000.0000,2.794687e+000,2.058196e-002
242385000000.0000,2.794682e+000,2.058409e-002
242440000000.0000,2.794678e+000,2.058706e-002
242495000000.0000,2.794673e+000,2.059282e-002
242550000000.0000,2.794671e+000,2.059848e-002
242605000000.0000,2.794670e+000,2.060454e-002
242660000000.0000,2.794673e+000,2.060914e-002
242715000000.0000,2.794678e+000,2.061223e-002
242770000000.0000,2.794686e+000,2.061272e-002
242825000000.0000,2.794699e+000,2.061006e-002
242880000000.0000,2.794715e+000,2.060402e-002
242935000000.0000,2.794735e+000,2.059427e-002
242990000000.0000,2.794759e+000,2.058068e-002
243045000000.0000,2.794786e+000,2.056306e-002
243100000000.0000,2.794817e+000,2.054164e-002
243155000000.0000,2.794849e+000,2.051567e-002
243210000000.0000,2.794884e+000,2.048643e-002
243265000000.0000,2.794921e+000,2.045285e-002
243320000000.0000,2.794959e+000,2.041721e-002
243375000000.0000,2.794997e+000,2.037820e-002
243430000000.0000,2.795036e+000,2.033788e-002
243485000000.0000,2.795073e+000,2.029544e-002
243540000000.0000,2.795109e+000,2.025248e-002
243595000000.0000,2.795142e+000,2.020917e-002
243650000000.0000,2.795172e+000,2.016621e-002
243705000000.0000,2.795198e+000,2.012438e-002
243760000000.0000,2.795220e+000,2.008415e-002
243815000000.0000,2.795237e+000,2.004645e-002
243870000000.0000,2.795249e+000,2.001154e-002
243925000000.0000,2.795256e+000,1.998040e-002
243980000000.0000,2.795258e+000,1.995347e-002
244035000000.0000,2.795255e+000,1.993111e-002
244090000000.0000,2.795247e+000,1.991377e-002
244145000000.0000,2.795236e+000,1.990156e-002
244200000000.0000,2.795220e+000,1.989404e-002
244255000000.0000,2.795202e+000,1.989171e-002
244310000000.0000,2.795181e+000,1.989347e-002
244365000000.0000,2.795161e+000,1.990007e-002
244420000000.0000,2.795140e+000,1.991001e-002
244475000000.0000,2.795120e+000,1.992408e-002
244530000000.0000,2.795101e+000,1.994111e-002
244585000000.0000,2.795085e+000,1.996134e-002
244640000000.0000,2.795072e+000,1.998400e-002
244695000000.0000,2.795061e+000,2.000849e-002
244750000000.0000,2.795053e+000,2.003447e-002
244805000000.0000,2.795048e+000,2.006117e-002
244860000000.0000,2.795047e+000,2.008818e-002
244915000000.0000,2.795049e+000,2.011500e-002
244970000000.0000,2.795053e+000,2.014143e-002
245025000000.0000,2.795061e+000,2.016693e-002
245080000000.0000,2.795071e+000,2.019130e-002
245135000000.0000,2.795082e+000,2.021420e-002
245190000000.0000,2.795095e+000,2.023555e-002
245245000000.0000,2.795108e+000,2.025443e-002
245300000000.0000,2.795122e+000,2.027157e-002
245355000000.0000,2.795136e+000,2.028556e-002
245410000000.0000,2.795149e+000,2.029754e-002
245465000000.0000,2.795161e+000,2.030652e-002
245520000000.0000,2.795172e+000,2.031341e-002
245575000000.0000,2.795181e+000,2.031814e-002
245630000000.0000,2.795188e+000,2.032141e-002
245685000000.0000,2.795192e+000,2.032382e-002
245740000000.0000,2.795194e+000,2.032529e-002
245795000000.0000,2.795192e+000,2.032657e-002
245850000000.0000,2.795188e+000,2.032741e-002
245905000000.0000,2.795180e+000,2.032818e-002
245960000000.0000,2.795170e+000,2.032920e-002
246015000000.0000,2.795158e+000,2.033047e-002
246070000000.0000,2.795144e+000,2.033218e-002
246125000000.0000,2.795129e+000,2.033428e-002
246180000000.0000,2.795112e+000,2.033688e-002
246235000000.0000,2.795097e+000,2.033985e-002
246290000000.0000,2.795081e+000,2.034242e-002
246345000000.0000,2.795066e+000,2.034490e-002
246400000000.0000,2.795053e+000,2.034571e-002
246455000000.0000,2.795043e+000,2.034543e-002
246510000000.0000,2.795037e+000,2.034270e-002
246565000000.0000,2.795034e+000,2.033773e-002
246620000000.0000,2.795036e+000,2.033049e-002
246675000000.0000,2.795042e+000,2.032047e-002
246730000000.0000,2.795053e+000,2.030812e-002
246785000000.0000,2.795069e+000,2.029297e-002
246840000000.0000,2.795089e+000,2.027535e-002
246895000000.0000,2.795113e+000,2.025472e-002
246950000000.0000,2.795141e+000,2.023149e-002
247005000000.0000,2.795172e+000,2.020586e-002
247060000000.0000,2.795206e+000,2.017788e-002
247115000000.0000,2.795241e+000,2.014838e-002
247170000000.0000,2.795278e+000,2.011786e-002
247225000000.0000,2.795314e+000,2.008645e-002
247280000000.0000,2.795350e+000,2.005561e-002
247335000000.0000,2.795384e+000,2.002508e-002
247390000000.0000,2.795415e+000,1.999618e-002
247445000000.0000,2.795442e+000,1.996814e-002
247500000000.0000,2.795464e+000,1.994212e-002
247555000000.0000,2.795482e+000,1.991797e-002
247610000000.0000,2.795495e+000,1.989684e-002
247665000000.0000,2.795502e+000,1.987933e-002
247720000000.0000,2.795503e+000,1.986489e-002
247775000000.0000,2.795497e+000,1.985521e-002
247830000000.0000,2.795485e+000,1.984997e-002
247885000000.0000,2.795467e+000,1.984988e-002
247940000000.0000,2.795444e+000,1.985496e-002
247995000000.0000,2.795415e+000,1.986560e-002
248050000000.0000,2.795382e+000,1.988154e-002
248105000000.0000,2.795345e+000,1.990304e-002
248160000000.0000,2.795305e+000,1.992991e-002
248215000000.0000,2.795265e+000,1.996218e-002
248270000000.0000,2.795223e+000,1.999876e-002
248325000000.0000,2.795183e+000,2.004020e-002
248380000000.0000,2.795143e+000,2.008503e-002
248435000000.0000,2.795107e+000,2.013273e-002
248490000000.0000,2.795074e+000,2.018200e-002
248545000000.0000,2.795044e+000,2.023247e-002
248600000000.0000,2.795020e+000,2.028244e-002
248655000000.0000,2.795002e+000,2.033094e-002
248710000000.0000,2.794990e+000,2.037785e-002
248765000000.0000,2.794985e+000,2.042170e-002
248820000000.0000,2.794985e+000,2.046254e-002
248875000000.0000,2.794992e+000,2.049905e-002
248930000000.0000,2.795004e+000,2.053106e-002
248985000000.0000,2.795021e+000,2.055802e-002
249040000000.0000,2.795042e+000,2.057993e-002
249095000000.0000,2.795067e+000,2.059606e-002
249150000000.0000,2.795095e+000,2.060706e-002
249205000000.0000,2.795124e+000,2.061229e-002
249260000000.0000,2.795155e+000,2.061260e-002
249315000000.0000,2.795186e+000,2.060793e-002
249370000000.0000,2.795215e+000,2.059960e-002
249425000000.0000,2.795242e+000,2.058704e-002
249480000000.0000,2.795266e+000,2.057211e-002
249535000000.0000,2.795287e+000,2.055481e-002
249590000000.0000,2.795303e+000,2.053599e-002
249645000000.0000,2.795315e+000,2.051615e-002
249700000000.0000,2.795322e+000,2.049662e-002
249755000000.0000,2.795324e+000,2.047753e-002
249810000000.0000,2.795322e+000,2.045973e-002
249865000000.0000,2.795314e+000,2.044451e-002
249920000000.0000,2.795301e+000,2.043113e-002
249975000000.0000,2.795283e+000,2.042124e-002
250030000000.0000,2.795261e+000,2.041420e-002
250085000000.0000,2.795236e+000,2.041085e-002
250140000000.0000,2.795209e+000,2.041128e-002
250195000000.0000,2.795180e+000,2.041626e-002
250250000000.0000,2.795151e+000,2.042502e-002
250305000000.0000,2.795123e+000,2.043864e-002
250360000000.0000,2.795097e+000,2.045574e-002
250415000000.0000,2.795074e+000,2.047698e-002
250470000000.0000,2.795054e+000,2.050159e-002
250525000000.0000,2.795040e+000,2.052997e-002
250580000000.0000,2.795032e+000,2.056087e-002
250635000000.0000,2.795030e+000,2.059427e-002
250690000000.0000,2.795036e+000,2.062866e-002
250745000000.0000,2.795051e+000,2.066558e-002
250800000000.0000,2.795074e+000,2.070154e-002
250855000000.0000,2.795106e+000,2.073603e-002
250910000000.0000,2.795145e+000,2.076768e-002
