Transmission Line And Free Space Method 18.0.18011201
Keysight Technologies,N5247B,US57180290,A.12.85.08

Ch 1
Ports:, 3 & 4
Measurement Model:, Transmission Epsilon Fast
Sample Holder Type:, Freespace
Metal Plate Thickness:, 1.000000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 3.000000 mm
IFBW:, 1000.000000 Hz
Power:, 2.000000 dBm
Date:,"Tuesday, November 19, 2024 12:02:50"
frequency(Hz),Tr 1  Data(e'),(e'')
237985000000.0000,2.750796e+000,2.575740e-002
238040000000.0000,2.750745e+000,2.570112e-002
238095000000.0000,2.750690e+000,2.564592e-002
238150000000.0000,2.750635e+000,2.559263e-002
238205000000.0000,2.750577e+000,2.554121e-002
238260000000.0000,2.750517e+000,2.549267e-002
238315000000.0000,2.750456e+000,2.544697e-002
238370000000.0000,2.750394e+000,2.540444e-002
238425000000.0000,2.750331e+000,2.536525e-002
238480000000.0000,2.750268e+000,2.532837e-002
238535000000.0000,2.750206e+000,2.529442e-002
238590000000.0000,2.750146e+000,2.526249e-002
238645000000.0000,2.750087e+000,2.523358e-002
238700000000.0000,2.750032e+000,2.520767e-002
238755000000.0000,2.749980e+000,2.518385e-002
238810000000.0000,2.749933e+000,2.516219e-002
238865000000.0000,2.749889e+000,2.514153e-002
238920000000.0000,2.749849e+000,2.512193e-002
238975000000.0000,2.749814e+000,2.510227e-002
239030000000.0000,2.749782e+000,2.508188e-002
239085000000.0000,2.749755e+000,2.506006e-002
239140000000.0000,2.749733e+000,2.503607e-002
239195000000.0000,2.749714e+000,2.500973e-002
239250000000.0000,2.749698e+000,2.498034e-002
239305000000.0000,2.749686e+000,2.494696e-002
239360000000.0000,2.749676e+000,2.490987e-002
239415000000.0000,2.749668e+000,2.486769e-002
239470000000.0000,2.749661e+000,2.482080e-002
239525000000.0000,2.749655e+000,2.476763e-002
239580000000.0000,2.749648e+000,2.470883e-002
239635000000.0000,2.749641e+000,2.464282e-002
239690000000.0000,2.749634e+000,2.457128e-002
239745000000.0000,2.749626e+000,2.449373e-002
239800000000.0000,2.749617e+000,2.441103e-002
239855000000.0000,2.749604e+000,2.432394e-002
239910000000.0000,2.749589e+000,2.423249e-002
239965000000.0000,2.749571e+000,2.413748e-002
240020000000.0000,2.749548e+000,2.403941e-002
240075000000.0000,2.749522e+000,2.393879e-002
240130000000.0000,2.749492e+000,2.383645e-002
240185000000.0000,2.749459e+000,2.373343e-002
240240000000.0000,2.749423e+000,2.363041e-002
240295000000.0000,2.749384e+000,2.352858e-002
240350000000.0000,2.749342e+000,2.342781e-002
240405000000.0000,2.749297e+000,2.332993e-002
240460000000.0000,2.749250e+000,2.323277e-002
240515000000.0000,2.749203e+000,2.313947e-002
240570000000.0000,2.749155e+000,2.304787e-002
240625000000.0000,2.749108e+000,2.295999e-002
240680000000.0000,2.749063e+000,2.287512e-002
240735000000.0000,2.749021e+000,2.279411e-002
240790000000.0000,2.748981e+000,2.271666e-002
240845000000.0000,2.748945e+000,2.264340e-002
240900000000.0000,2.748913e+000,2.257432e-002
240955000000.0000,2.748885e+000,2.250947e-002
241010000000.0000,2.748861e+000,2.244886e-002
241065000000.0000,2.748840e+000,2.239230e-002
241120000000.0000,2.748824e+000,2.233949e-002
241175000000.0000,2.748811e+000,2.228968e-002
241230000000.0000,2.748801e+000,2.224328e-002
241285000000.0000,2.748794e+000,2.219900e-002
241340000000.0000,2.748790e+000,2.215864e-002
241395000000.0000,2.748787e+000,2.211994e-002
241450000000.0000,2.748784e+000,2.208347e-002
241505000000.0000,2.748782e+000,2.204683e-002
241560000000.0000,2.748778e+000,2.201094e-002
241615000000.0000,2.748775e+000,2.197325e-002
241670000000.0000,2.748771e+000,2.193472e-002
241725000000.0000,2.748767e+000,2.189418e-002
241780000000.0000,2.748761e+000,2.185182e-002
241835000000.0000,2.748753e+000,2.180718e-002
241890000000.0000,2.748743e+000,2.176016e-002
241945000000.0000,2.748731e+000,2.171047e-002
242000000000.0000,2.748717e+000,2.165760e-002
242055000000.0000,2.748699e+000,2.160217e-002
242110000000.0000,2.748680e+000,2.154382e-002
242165000000.0000,2.748658e+000,2.148316e-002
242220000000.0000,2.748634e+000,2.141985e-002
242275000000.0000,2.748609e+000,2.135519e-002
242330000000.0000,2.748583e+000,2.128759e-002
242385000000.0000,2.748557e+000,2.122029e-002
242440000000.0000,2.748531e+000,2.115077e-002
242495000000.0000,2.748504e+000,2.108205e-002
242550000000.0000,2.748479e+000,2.101154e-002
242605000000.0000,2.748455e+000,2.094008e-002
242660000000.0000,2.748433e+000,2.086667e-002
242715000000.0000,2.748414e+000,2.079191e-002
242770000000.0000,2.748400e+000,2.071540e-002
242825000000.0000,2.748389e+000,2.063765e-002
242880000000.0000,2.748383e+000,2.055908e-002
242935000000.0000,2.748382e+000,2.048003e-002
242990000000.0000,2.748385e+000,2.040064e-002
243045000000.0000,2.748393e+000,2.032098e-002
243100000000.0000,2.748405e+000,2.024137e-002
243155000000.0000,2.748421e+000,2.016140e-002
243210000000.0000,2.748441e+000,2.008317e-002
243265000000.0000,2.748466e+000,2.000527e-002
243320000000.0000,2.748494e+000,1.992938e-002
243375000000.0000,2.748526e+000,1.985421e-002
243430000000.0000,2.748560e+000,1.978198e-002
243485000000.0000,2.748596e+000,1.971050e-002
243540000000.0000,2.748634e+000,1.964131e-002
243595000000.0000,2.748672e+000,1.957336e-002
243650000000.0000,2.748710e+000,1.950723e-002
243705000000.0000,2.748747e+000,1.944239e-002
243760000000.0000,2.748782e+000,1.937865e-002
243815000000.0000,2.748814e+000,1.931600e-002
243870000000.0000,2.748843e+000,1.925398e-002
243925000000.0000,2.748869e+000,1.919294e-002
243980000000.0000,2.748891e+000,1.913269e-002
244035000000.0000,2.748909e+000,1.907327e-002
244090000000.0000,2.748923e+000,1.901439e-002
244145000000.0000,2.748934e+000,1.895606e-002
244200000000.0000,2.748940e+000,1.889696e-002
244255000000.0000,2.748943e+000,1.883834e-002
244310000000.0000,2.748943e+000,1.877860e-002
244365000000.0000,2.748943e+000,1.871959e-002
244420000000.0000,2.748941e+000,1.865941e-002
244475000000.0000,2.748939e+000,1.859931e-002
244530000000.0000,2.748937e+000,1.853807e-002
244585000000.0000,2.748936e+000,1.847659e-002
244640000000.0000,2.748936e+000,1.841425e-002
244695000000.0000,2.748939e+000,1.835089e-002
244750000000.0000,2.748944e+000,1.828671e-002
244805000000.0000,2.748951e+000,1.822158e-002
244860000000.0000,2.748962e+000,1.815556e-002
244915000000.0000,2.748976e+000,1.808888e-002
244970000000.0000,2.748993e+000,1.802162e-002
245025000000.0000,2.749013e+000,1.795372e-002
245080000000.0000,2.749038e+000,1.788581e-002
245135000000.0000,2.749065e+000,1.781741e-002
245190000000.0000,2.749095e+000,1.774946e-002
245245000000.0000,2.749129e+000,1.768135e-002
245300000000.0000,2.749165e+000,1.761400e-002
245355000000.0000,2.749204e+000,1.754597e-002
245410000000.0000,2.749245e+000,1.747908e-002
245465000000.0000,2.749289e+000,1.741245e-002
245520000000.0000,2.749335e+000,1.734738e-002
245575000000.0000,2.749382e+000,1.728361e-002
245630000000.0000,2.749430e+000,1.722164e-002
245685000000.0000,2.749478e+000,1.716169e-002
245740000000.0000,2.749526e+000,1.710348e-002
245795000000.0000,2.749573e+000,1.704754e-002
245850000000.0000,2.749620e+000,1.699341e-002
245905000000.0000,2.749664e+000,1.694134e-002
245960000000.0000,2.749708e+000,1.689150e-002
246015000000.0000,2.749750e+000,1.684346e-002
246070000000.0000,2.749790e+000,1.679744e-002
246125000000.0000,2.749829e+000,1.675307e-002
246180000000.0000,2.749866e+000,1.670986e-002
246235000000.0000,2.749902e+000,1.666809e-002
246290000000.0000,2.749937e+000,1.662641e-002
246345000000.0000,2.749971e+000,1.658513e-002
246400000000.0000,2.750006e+000,1.654283e-002
246455000000.0000,2.750041e+000,1.649985e-002
246510000000.0000,2.750078e+000,1.645488e-002
246565000000.0000,2.750117e+000,1.640820e-002
246620000000.0000,2.750158e+000,1.635928e-002
246675000000.0000,2.750202e+000,1.630799e-002
246730000000.0000,2.750249e+000,1.625435e-002
246785000000.0000,2.750299e+000,1.619805e-002
246840000000.0000,2.750352e+000,1.613914e-002
246895000000.0000,2.750408e+000,1.607729e-002
246950000000.0000,2.750468e+000,1.601256e-002
247005000000.0000,2.750531e+000,1.594531e-002
247060000000.0000,2.750597e+000,1.587560e-002
247115000000.0000,2.750666e+000,1.580427e-002
247170000000.0000,2.750738e+000,1.573151e-002
247225000000.0000,2.750811e+000,1.565767e-002
247280000000.0000,2.750886e+000,1.558378e-002
247335000000.0000,2.750961e+000,1.550941e-002
247390000000.0000,2.751037e+000,1.543636e-002
247445000000.0000,2.751112e+000,1.536384e-002
247500000000.0000,2.751186e+000,1.529307e-002
247555000000.0000,2.751260e+000,1.522411e-002
247610000000.0000,2.751332e+000,1.515790e-002
247665000000.0000,2.751402e+000,1.509486e-002
247720000000.0000,2.751470e+000,1.503512e-002
247775000000.0000,2.751535e+000,1.497961e-002
247830000000.0000,2.751598e+000,1.492854e-002
247885000000.0000,2.751658e+000,1.488235e-002
247940000000.0000,2.751715e+000,1.484127e-002
247995000000.0000,2.751769e+000,1.480531e-002
248050000000.0000,2.751820e+000,1.477465e-002
248105000000.0000,2.751869e+000,1.474936e-002
248160000000.0000,2.751916e+000,1.472948e-002
248215000000.0000,2.751963e+000,1.471515e-002
248270000000.0000,2.752008e+000,1.470566e-002
248325000000.0000,2.752053e+000,1.470130e-002
248380000000.0000,2.752098e+000,1.470041e-002
248435000000.0000,2.752145e+000,1.470343e-002
248490000000.0000,2.752193e+000,1.470878e-002
248545000000.0000,2.752243e+000,1.471676e-002
248600000000.0000,2.752297e+000,1.472583e-002
248655000000.0000,2.752355e+000,1.473536e-002
248710000000.0000,2.752416e+000,1.474493e-002
248765000000.0000,2.752483e+000,1.475347e-002
248820000000.0000,2.752554e+000,1.476076e-002
248875000000.0000,2.752630e+000,1.476584e-002
248930000000.0000,2.752710e+000,1.476832e-002
248985000000.0000,2.752795e+000,1.476779e-002
249040000000.0000,2.752884e+000,1.476395e-002
249095000000.0000,2.752977e+000,1.475633e-002
249150000000.0000,2.753073e+000,1.474506e-002
249205000000.0000,2.753172e+000,1.472990e-002
249260000000.0000,2.753273e+000,1.471135e-002
249315000000.0000,2.753375e+000,1.468927e-002
249370000000.0000,2.753478e+000,1.466452e-002
249425000000.0000,2.753579e+000,1.463682e-002
249480000000.0000,2.753679e+000,1.460785e-002
249535000000.0000,2.753777e+000,1.457688e-002
249590000000.0000,2.753871e+000,1.454498e-002
249645000000.0000,2.753962e+000,1.451226e-002
249700000000.0000,2.754049e+000,1.447956e-002
249755000000.0000,2.754130e+000,1.444734e-002
249810000000.0000,2.754207e+000,1.441589e-002
249865000000.0000,2.754278e+000,1.438638e-002
249920000000.0000,2.754343e+000,1.435863e-002
249975000000.0000,2.754402e+000,1.433336e-002
250030000000.0000,2.754454e+000,1.431066e-002
250085000000.0000,2.754502e+000,1.429101e-002
250140000000.0000,2.754544e+000,1.427437e-002
250195000000.0000,2.754581e+000,1.426125e-002
250250000000.0000,2.754615e+000,1.425122e-002
250305000000.0000,2.754646e+000,1.424495e-002
250360000000.0000,2.754675e+000,1.424180e-002
250415000000.0000,2.754702e+000,1.424217e-002
250470000000.0000,2.754730e+000,1.424522e-002
250525000000.0000,2.754758e+000,1.425113e-002
250580000000.0000,2.754788e+000,1.425904e-002
250635000000.0000,2.754821e+000,1.426883e-002
250690000000.0000,2.754858e+000,1.427949e-002
250745000000.0000,2.754900e+000,1.429127e-002
250800000000.0000,2.754947e+000,1.430257e-002
250855000000.0000,2.755001e+000,1.431306e-002
250910000000.0000,2.755062e+000,1.432202e-002
